Data,ID,Região,ID do produto,Categoria,Pontos,Column1
6/12/2019,C194,SE,949632246-8,Cozinha,91,6
9/16/2019,C058,NO,782417101-9,Produtos para o negócio,238,9
2/11/2019,C122,NO,782417101-9,Produtos para o negócio,398,2
10/4/2019,C021,SUL,941254104-X,Smartphones e Tablets,512,10
12/8/2019,C230,NE,542176934-8,Cozinha,44,12
1/3/2019,C130,CO,271951398-9,Produtos para o negócio,781,1
3/2/2019,C216,SE,847676762-5,Produtos para o negócio,752,3
1/7/2019,C189,NE,782417101-9,Produtos para o negócio,612,1
2/23/2019,C016,SE,094714157-X,Smartphones e Tablets,426,2
8/26/2019,C233,SUL,733547075-7,Cozinha,778,8
9/1/2019,C016,SE,949632246-8,Cozinha,526,9
6/22/2019,C001,CO,094714157-X,Smartphones e Tablets,278,6
3/3/2019,C120,CO,094714157-X,Smartphones e Tablets,779,3
9/4/2019,C055,SUL,271951398-9,Produtos para o negócio,924,9
7/30/2019,C214,NE,949632246-8,Cozinha,638,7
1/18/2019,C224,CO,782417101-9,Produtos para o negócio,498,1
10/16/2019,C228,SUL,281914369-5,Produtos para o negócio,657,10
1/9/2019,C097,SUL,281914369-5,Produtos para o negócio,907,1
2/15/2019,C107,NO,094714157-X,Smartphones e Tablets,122,2
11/12/2019,C019,SE,271951398-9,Produtos para o negócio,64,11
3/16/2019,C112,NE,788959641-3,Smartphones e Tablets,308,3
6/11/2019,C071,NO,542176934-8,Cozinha,285,6
2/19/2019,C057,CO,271951398-9,Produtos para o negócio,371,2
4/7/2019,C099,SE,941254104-X,Smartphones e Tablets,493,4
12/13/2019,C149,NO,782417101-9,Produtos para o negócio,637,12
8/16/2019,C246,CO,271951398-9,Produtos para o negócio,578,8
8/10/2019,C057,CO,271951398-9,Produtos para o negócio,805,8
1/26/2019,C170,NO,733547075-7,Cozinha,405,1
2/14/2019,C054,NO,788959641-3,Smartphones e Tablets,454,2
8/1/2019,C240,SE,733547075-7,Cozinha,754,8
7/15/2019,C216,SE,733547075-7,Cozinha,658,7
2/6/2019,C117,SUL,281914369-5,Produtos para o negócio,928,2
10/30/2019,C057,CO,949632246-8,Cozinha,848,10
4/27/2019,C242,SE,271951398-9,Produtos para o negócio,797,4
1/1/2019,C254,NO,733547075-7,Cozinha,40,1
12/8/2019,C208,SUL,788959641-3,Smartphones e Tablets,566,12
11/21/2019,C028,CO,941254104-X,Smartphones e Tablets,970,11
9/10/2019,C187,SUL,788959641-3,Smartphones e Tablets,619,9
6/26/2019,C112,NE,733547075-7,Cozinha,259,6
12/9/2019,C042,NO,281914369-5,Produtos para o negócio,123,12
10/13/2019,C002,CO,949632246-8,Cozinha,929,10
7/26/2019,C064,SUL,542176934-8,Cozinha,198,7
6/15/2019,C105,CO,094714157-X,Smartphones e Tablets,460,6
7/5/2019,C202,SE,281914369-5,Produtos para o negócio,993,7
11/11/2019,C219,SE,281914369-5,Produtos para o negócio,30,11
3/13/2019,C014,SE,949632246-8,Cozinha,941,3
3/14/2019,C089,SUL,847676762-5,Produtos para o negócio,403,3
8/12/2019,C020,SUL,094714157-X,Smartphones e Tablets,770,8
10/19/2019,C203,NE,847676762-5,Produtos para o negócio,164,10
11/19/2019,C238,SE,782417101-9,Produtos para o negócio,432,11
11/20/2019,C007,NE,782417101-9,Produtos para o negócio,540,11
7/16/2019,C145,SUL,941254104-X,Smartphones e Tablets,859,7
4/16/2019,C256,SUL,788959641-3,Smartphones e Tablets,608,4
11/7/2019,C175,SE,782417101-9,Produtos para o negócio,162,11
12/1/2019,C237,NO,542176934-8,Cozinha,372,12
12/1/2019,C184,SE,847676762-5,Produtos para o negócio,608,12
1/4/2019,C130,CO,542176934-8,Cozinha,922,1
5/21/2019,C125,SUL,094714157-X,Smartphones e Tablets,775,5
6/24/2019,C165,CO,733547075-7,Cozinha,981,6
12/24/2019,C082,SE,782417101-9,Produtos para o negócio,515,12
10/24/2019,C135,NE,733547075-7,Cozinha,171,10
3/28/2019,C026,SUL,788959641-3,Smartphones e Tablets,478,3
5/23/2019,C250,CO,782417101-9,Produtos para o negócio,935,5
2/2/2019,C261,SUL,271951398-9,Produtos para o negócio,765,2
3/10/2019,C205,CO,949632246-8,Cozinha,310,3
4/2/2019,C160,SUL,782417101-9,Produtos para o negócio,581,4
3/6/2019,C195,CO,782417101-9,Produtos para o negócio,291,3
6/28/2019,C243,SE,941254104-X,Smartphones e Tablets,25,6
12/17/2019,C085,CO,271951398-9,Produtos para o negócio,988,12
4/7/2019,C062,SUL,094714157-X,Smartphones e Tablets,483,4
5/24/2019,C093,NE,094714157-X,Smartphones e Tablets,914,5
5/1/2019,C229,NE,847676762-5,Produtos para o negócio,359,5
3/31/2019,C103,CO,094714157-X,Smartphones e Tablets,482,3
3/31/2019,C141,NE,281914369-5,Produtos para o negócio,751,3
3/14/2019,C046,SE,788959641-3,Smartphones e Tablets,180,3
12/5/2019,C122,NO,542176934-8,Cozinha,629,12
8/27/2019,C176,NO,788959641-3,Smartphones e Tablets,803,8
9/4/2019,C204,NE,788959641-3,Smartphones e Tablets,564,9
3/15/2019,C127,CO,733547075-7,Cozinha,618,3
4/15/2019,C185,SUL,542176934-8,Cozinha,917,4
9/26/2019,C190,NO,941254104-X,Smartphones e Tablets,293,9
3/16/2019,C150,CO,847676762-5,Produtos para o negócio,300,3
7/9/2019,C132,NE,733547075-7,Cozinha,170,7
11/9/2019,C189,NE,949632246-8,Cozinha,337,11
9/13/2019,C185,SUL,847676762-5,Produtos para o negócio,198,9
7/14/2019,C201,NE,782417101-9,Produtos para o negócio,450,7
2/12/2019,C194,SE,847676762-5,Produtos para o negócio,371,2
7/23/2019,C212,CO,847676762-5,Produtos para o negócio,974,7
5/9/2019,C082,SE,271951398-9,Produtos para o negócio,701,5
7/21/2019,C156,NO,847676762-5,Produtos para o negócio,773,7
5/21/2019,C147,NO,847676762-5,Produtos para o negócio,40,5
1/15/2019,C177,CO,271951398-9,Produtos para o negócio,297,1
4/22/2019,C257,NE,788959641-3,Smartphones e Tablets,137,4
9/26/2019,C015,NE,788959641-3,Smartphones e Tablets,681,9
12/16/2019,C006,NO,782417101-9,Produtos para o negócio,22,12
3/15/2019,C252,SE,094714157-X,Smartphones e Tablets,493,3
6/7/2019,C089,SUL,788959641-3,Smartphones e Tablets,347,6
10/13/2019,C150,CO,281914369-5,Produtos para o negócio,848,10
10/21/2019,C250,CO,271951398-9,Produtos para o negócio,321,10
12/14/2019,C003,NO,542176934-8,Cozinha,388,12
7/24/2019,C243,SE,281914369-5,Produtos para o negócio,496,7
7/4/2019,C223,SUL,788959641-3,Smartphones e Tablets,158,7
7/20/2019,C069,SE,847676762-5,Produtos para o negócio,417,7
3/25/2019,C233,SUL,271951398-9,Produtos para o negócio,371,3
6/12/2019,C031,SUL,271951398-9,Produtos para o negócio,955,6
12/21/2019,C013,CO,788959641-3,Smartphones e Tablets,752,12
1/20/2019,C144,NE,941254104-X,Smartphones e Tablets,823,1
4/6/2019,C164,NE,941254104-X,Smartphones e Tablets,688,4
12/13/2019,C096,SE,281914369-5,Produtos para o negócio,553,12
11/22/2019,C042,NO,271951398-9,Produtos para o negócio,557,11
3/30/2019,C236,NO,788959641-3,Smartphones e Tablets,946,3
2/4/2019,C201,NE,949632246-8,Cozinha,969,2
7/6/2019,C162,CO,941254104-X,Smartphones e Tablets,951,7
4/8/2019,C170,NO,941254104-X,Smartphones e Tablets,788,4
3/6/2019,C259,CO,542176934-8,Cozinha,148,3
5/7/2019,C028,CO,281914369-5,Produtos para o negócio,981,5
11/4/2019,C007,NE,094714157-X,Smartphones e Tablets,460,11
4/11/2019,C089,SUL,281914369-5,Produtos para o negócio,931,4
5/25/2019,C101,SUL,281914369-5,Produtos para o negócio,31,5
3/22/2019,C193,NO,941254104-X,Smartphones e Tablets,639,3
11/19/2019,C244,SUL,271951398-9,Produtos para o negócio,864,11
5/29/2019,C149,NO,271951398-9,Produtos para o negócio,846,5
6/24/2019,C043,CO,094714157-X,Smartphones e Tablets,97,6
10/13/2019,C069,SE,094714157-X,Smartphones e Tablets,272,10
1/3/2019,C003,NO,788959641-3,Smartphones e Tablets,752,1
11/12/2019,C148,SUL,733547075-7,Cozinha,166,11
11/20/2019,C182,NO,271951398-9,Produtos para o negócio,526,11
6/21/2019,C099,SE,281914369-5,Produtos para o negócio,141,6
6/19/2019,C209,NO,782417101-9,Produtos para o negócio,867,6
3/13/2019,C023,NO,281914369-5,Produtos para o negócio,891,3
1/12/2019,C197,SE,949632246-8,Cozinha,284,1
11/8/2019,C153,NE,281914369-5,Produtos para o negócio,217,11
2/4/2019,C083,NE,941254104-X,Smartphones e Tablets,875,2
3/12/2019,C088,SUL,542176934-8,Cozinha,412,3
8/11/2019,C213,NO,949632246-8,Cozinha,395,8
8/30/2019,C061,NO,782417101-9,Produtos para o negócio,188,8
4/14/2019,C026,SUL,949632246-8,Cozinha,294,4
1/9/2019,C016,SE,094714157-X,Smartphones e Tablets,476,1
3/6/2019,C177,CO,281914369-5,Produtos para o negócio,579,3
1/16/2019,C204,NE,788959641-3,Smartphones e Tablets,709,1
2/26/2019,C088,SUL,941254104-X,Smartphones e Tablets,660,2
8/17/2019,C259,CO,941254104-X,Smartphones e Tablets,707,8
12/22/2019,C063,NO,271951398-9,Produtos para o negócio,69,12
1/28/2019,C077,SUL,949632246-8,Cozinha,957,1
1/10/2019,C095,NE,542176934-8,Cozinha,84,1
5/10/2019,C111,NO,542176934-8,Cozinha,211,5
1/6/2019,C167,NO,733547075-7,Cozinha,626,1
7/17/2019,C065,SUL,271951398-9,Produtos para o negócio,369,7
2/14/2019,C091,CO,847676762-5,Produtos para o negócio,810,2
11/9/2019,C047,NE,542176934-8,Cozinha,412,11
5/28/2019,C131,NO,941254104-X,Smartphones e Tablets,977,5
12/7/2019,C133,CO,542176934-8,Cozinha,616,12
7/5/2019,C064,SUL,788959641-3,Smartphones e Tablets,337,7
3/25/2019,C180,SE,847676762-5,Produtos para o negócio,290,3
12/2/2019,C157,CO,542176934-8,Cozinha,326,12
9/26/2019,C160,SUL,094714157-X,Smartphones e Tablets,961,9
4/27/2019,C004,SE,949632246-8,Cozinha,450,4
5/27/2019,C105,CO,788959641-3,Smartphones e Tablets,682,5
11/3/2019,C163,SE,847676762-5,Produtos para o negócio,146,11
12/2/2019,C072,SE,542176934-8,Cozinha,722,12
3/11/2019,C014,SE,782417101-9,Produtos para o negócio,797,3
10/10/2019,C115,SE,847676762-5,Produtos para o negócio,988,10
1/8/2019,C076,SUL,094714157-X,Smartphones e Tablets,334,1
9/22/2019,C045,CO,788959641-3,Smartphones e Tablets,31,9
12/20/2019,C239,SE,733547075-7,Cozinha,560,12
2/10/2019,C123,SUL,281914369-5,Produtos para o negócio,48,2
3/27/2019,C172,SE,788959641-3,Smartphones e Tablets,508,3
8/31/2019,C248,NE,788959641-3,Smartphones e Tablets,823,8
9/3/2019,C061,NO,788959641-3,Smartphones e Tablets,369,9
9/8/2019,C224,CO,782417101-9,Produtos para o negócio,200,9
9/22/2019,C185,SUL,847676762-5,Produtos para o negócio,583,9
10/20/2019,C119,NO,733547075-7,Cozinha,233,10
9/5/2019,C257,NE,542176934-8,Cozinha,540,9
8/30/2019,C008,SE,949632246-8,Cozinha,799,8
1/22/2019,C044,SE,949632246-8,Cozinha,593,1
4/4/2019,C084,NO,542176934-8,Cozinha,912,4
3/12/2019,C227,NE,949632246-8,Cozinha,543,3
9/29/2019,C045,CO,782417101-9,Produtos para o negócio,805,9
3/12/2019,C159,CO,733547075-7,Cozinha,776,3
12/21/2019,C176,NO,542176934-8,Cozinha,985,12
12/11/2019,C017,SE,094714157-X,Smartphones e Tablets,666,12
1/21/2019,C015,NE,847676762-5,Produtos para o negócio,640,1
10/21/2019,C194,SE,788959641-3,Smartphones e Tablets,909,10
9/25/2019,C043,CO,788959641-3,Smartphones e Tablets,936,9
2/19/2019,C046,SE,094714157-X,Smartphones e Tablets,990,2
4/21/2019,C058,NO,847676762-5,Produtos para o negócio,362,4
11/11/2019,C004,SE,271951398-9,Produtos para o negócio,878,11
6/7/2019,C065,SUL,281914369-5,Produtos para o negócio,922,6
8/27/2019,C105,CO,542176934-8,Cozinha,613,8
2/17/2019,C092,NE,847676762-5,Produtos para o negócio,51,2
6/21/2019,C121,SE,094714157-X,Smartphones e Tablets,509,6
8/3/2019,C180,SE,281914369-5,Produtos para o negócio,304,8
7/9/2019,C007,NE,094714157-X,Smartphones e Tablets,46,7
10/18/2019,C238,SE,941254104-X,Smartphones e Tablets,432,10
12/5/2019,C192,SUL,949632246-8,Cozinha,623,12
2/4/2019,C081,NE,949632246-8,Cozinha,353,2
8/4/2019,C029,CO,941254104-X,Smartphones e Tablets,931,8
1/15/2019,C010,NE,941254104-X,Smartphones e Tablets,813,1
1/27/2019,C119,NO,281914369-5,Produtos para o negócio,421,1
4/7/2019,C013,CO,782417101-9,Produtos para o negócio,344,4
7/6/2019,C113,NE,847676762-5,Produtos para o negócio,106,7
3/28/2019,C186,SUL,847676762-5,Produtos para o negócio,199,3
11/7/2019,C211,CO,281914369-5,Produtos para o negócio,987,11
1/26/2019,C049,SUL,271951398-9,Produtos para o negócio,763,1
12/4/2019,C186,SUL,542176934-8,Cozinha,594,12
10/12/2019,C021,SUL,788959641-3,Smartphones e Tablets,618,10
2/24/2019,C088,SUL,733547075-7,Cozinha,219,2
9/1/2019,C230,NE,788959641-3,Smartphones e Tablets,864,9
11/29/2019,C008,SE,094714157-X,Smartphones e Tablets,274,11
9/19/2019,C047,NE,847676762-5,Produtos para o negócio,885,9
11/12/2019,C015,NE,949632246-8,Cozinha,752,11
3/2/2019,C238,SE,847676762-5,Produtos para o negócio,406,3
9/18/2019,C156,NO,949632246-8,Cozinha,426,9
8/29/2019,C200,CO,941254104-X,Smartphones e Tablets,418,8
4/1/2019,C199,NO,271951398-9,Produtos para o negócio,472,4
8/23/2019,C192,SUL,281914369-5,Produtos para o negócio,647,8
9/1/2019,C162,CO,281914369-5,Produtos para o negócio,771,9
11/26/2019,C121,SE,094714157-X,Smartphones e Tablets,357,11
6/19/2019,C153,NE,281914369-5,Produtos para o negócio,927,6
5/28/2019,C186,SUL,788959641-3,Smartphones e Tablets,678,5
5/31/2019,C150,CO,542176934-8,Cozinha,656,5
10/30/2019,C051,SUL,281914369-5,Produtos para o negócio,21,10
6/7/2019,C229,NE,782417101-9,Produtos para o negócio,294,6
7/2/2019,C168,NE,281914369-5,Produtos para o negócio,880,7
5/11/2019,C162,CO,941254104-X,Smartphones e Tablets,482,5
7/18/2019,C203,NE,788959641-3,Smartphones e Tablets,481,7
11/27/2019,C060,SE,094714157-X,Smartphones e Tablets,325,11
7/2/2019,C138,NE,271951398-9,Produtos para o negócio,721,7
5/13/2019,C084,NO,788959641-3,Smartphones e Tablets,425,5
10/6/2019,C216,SE,271951398-9,Produtos para o negócio,532,10
10/14/2019,C225,SUL,949632246-8,Cozinha,776,10
7/1/2019,C153,NE,941254104-X,Smartphones e Tablets,744,7
9/17/2019,C157,CO,733547075-7,Cozinha,396,9
12/17/2019,C237,NO,271951398-9,Produtos para o negócio,749,12
9/19/2019,C032,SUL,733547075-7,Cozinha,964,9
5/18/2019,C133,CO,733547075-7,Cozinha,857,5
4/19/2019,C242,SE,094714157-X,Smartphones e Tablets,237,4
10/4/2019,C240,SE,271951398-9,Produtos para o negócio,930,10
11/26/2019,C105,CO,941254104-X,Smartphones e Tablets,571,11
5/5/2019,C259,CO,733547075-7,Cozinha,845,5
2/4/2019,C202,SE,733547075-7,Cozinha,167,2
7/23/2019,C190,NO,941254104-X,Smartphones e Tablets,727,7
3/10/2019,C037,SE,847676762-5,Produtos para o negócio,708,3
8/30/2019,C128,CO,281914369-5,Produtos para o negócio,136,8
11/3/2019,C089,SUL,542176934-8,Cozinha,489,11
6/12/2019,C018,SUL,941254104-X,Smartphones e Tablets,514,6
5/24/2019,C055,SUL,542176934-8,Cozinha,309,5
9/13/2019,C062,SUL,847676762-5,Produtos para o negócio,761,9
1/4/2019,C127,CO,782417101-9,Produtos para o negócio,566,1
4/27/2019,C180,SE,094714157-X,Smartphones e Tablets,550,4
11/17/2019,C117,SUL,094714157-X,Smartphones e Tablets,625,11
3/8/2019,C136,CO,542176934-8,Cozinha,750,3
1/2/2019,C245,CO,941254104-X,Smartphones e Tablets,980,1
4/14/2019,C187,SUL,847676762-5,Produtos para o negócio,377,4
5/22/2019,C133,CO,941254104-X,Smartphones e Tablets,148,5
9/11/2019,C045,CO,788959641-3,Smartphones e Tablets,518,9
8/11/2019,C192,SUL,094714157-X,Smartphones e Tablets,53,8
4/19/2019,C083,NE,271951398-9,Produtos para o negócio,430,4
2/10/2019,C247,CO,941254104-X,Smartphones e Tablets,572,2
6/20/2019,C093,NE,782417101-9,Produtos para o negócio,677,6
9/11/2019,C250,CO,094714157-X,Smartphones e Tablets,422,9
1/21/2019,C157,CO,941254104-X,Smartphones e Tablets,951,1
1/11/2019,C137,CO,782417101-9,Produtos para o negócio,256,1
5/22/2019,C151,NO,733547075-7,Cozinha,91,5
3/6/2019,C168,NE,941254104-X,Smartphones e Tablets,165,3
2/19/2019,C190,NO,788959641-3,Smartphones e Tablets,164,2
6/22/2019,C215,SUL,788959641-3,Smartphones e Tablets,667,6
4/4/2019,C248,NE,281914369-5,Produtos para o negócio,55,4
3/18/2019,C008,SE,941254104-X,Smartphones e Tablets,851,3
5/19/2019,C082,SE,788959641-3,Smartphones e Tablets,541,5
12/21/2019,C004,SE,941254104-X,Smartphones e Tablets,331,12
4/24/2019,C182,NO,271951398-9,Produtos para o negócio,884,4
8/23/2019,C259,CO,788959641-3,Smartphones e Tablets,129,8
7/19/2019,C023,NO,847676762-5,Produtos para o negócio,606,7
4/27/2019,C005,CO,847676762-5,Produtos para o negócio,796,4
12/26/2019,C248,NE,847676762-5,Produtos para o negócio,694,12
9/24/2019,C185,SUL,281914369-5,Produtos para o negócio,273,9
3/13/2019,C200,CO,949632246-8,Cozinha,713,3
11/24/2019,C198,NE,782417101-9,Produtos para o negócio,84,11
12/8/2019,C189,NE,949632246-8,Cozinha,329,12
1/27/2019,C178,SUL,094714157-X,Smartphones e Tablets,286,1
10/29/2019,C046,SE,733547075-7,Cozinha,237,10
4/8/2019,C200,CO,542176934-8,Cozinha,127,4
4/18/2019,C057,CO,542176934-8,Cozinha,677,4
11/1/2019,C234,SUL,281914369-5,Produtos para o negócio,21,11
4/9/2019,C181,NO,847676762-5,Produtos para o negócio,905,4
12/27/2019,C005,CO,782417101-9,Produtos para o negócio,712,12
3/13/2019,C081,NE,788959641-3,Smartphones e Tablets,230,3
3/8/2019,C072,SE,949632246-8,Cozinha,628,3
5/5/2019,C216,SE,733547075-7,Cozinha,554,5
9/14/2019,C006,NO,094714157-X,Smartphones e Tablets,539,9
7/13/2019,C085,CO,542176934-8,Cozinha,741,7
12/29/2019,C106,CO,788959641-3,Smartphones e Tablets,338,12
9/15/2019,C040,NE,941254104-X,Smartphones e Tablets,875,9
6/16/2019,C029,CO,094714157-X,Smartphones e Tablets,486,6
12/22/2019,C014,SE,733547075-7,Cozinha,378,12
10/25/2019,C122,NO,542176934-8,Cozinha,303,10
1/17/2019,C118,SUL,788959641-3,Smartphones e Tablets,681,1
4/12/2019,C012,NO,941254104-X,Smartphones e Tablets,250,4
3/29/2019,C008,SE,094714157-X,Smartphones e Tablets,841,3
1/23/2019,C116,NO,542176934-8,Cozinha,870,1
6/6/2019,C015,NE,733547075-7,Cozinha,216,6
1/7/2019,C222,NO,847676762-5,Produtos para o negócio,143,1
8/9/2019,C005,CO,847676762-5,Produtos para o negócio,31,8
6/19/2019,C153,NE,949632246-8,Cozinha,67,6
12/19/2019,C145,SUL,788959641-3,Smartphones e Tablets,799,12
5/30/2019,C222,NO,782417101-9,Produtos para o negócio,189,5
9/2/2019,C212,CO,542176934-8,Cozinha,640,9
10/15/2019,C026,SUL,542176934-8,Cozinha,176,10
9/9/2019,C164,NE,542176934-8,Cozinha,799,9
5/31/2019,C013,CO,733547075-7,Cozinha,439,5
5/19/2019,C055,SUL,847676762-5,Produtos para o negócio,362,5
10/6/2019,C028,CO,782417101-9,Produtos para o negócio,818,10
9/15/2019,C055,SUL,094714157-X,Smartphones e Tablets,674,9
10/12/2019,C182,NO,281914369-5,Produtos para o negócio,565,10
4/12/2019,C086,SE,847676762-5,Produtos para o negócio,981,4
4/24/2019,C225,SUL,941254104-X,Smartphones e Tablets,138,4
7/29/2019,C236,NO,094714157-X,Smartphones e Tablets,409,7
11/22/2019,C019,SE,281914369-5,Produtos para o negócio,669,11
1/15/2019,C022,SUL,094714157-X,Smartphones e Tablets,46,1
12/24/2019,C040,NE,733547075-7,Cozinha,153,12
12/15/2019,C149,NO,094714157-X,Smartphones e Tablets,149,12
11/2/2019,C165,CO,941254104-X,Smartphones e Tablets,377,11
3/22/2019,C254,NO,941254104-X,Smartphones e Tablets,454,3
8/30/2019,C023,NO,847676762-5,Produtos para o negócio,572,8
6/29/2019,C070,NE,782417101-9,Produtos para o negócio,90,6
9/22/2019,C072,SE,847676762-5,Produtos para o negócio,146,9
4/13/2019,C015,NE,941254104-X,Smartphones e Tablets,654,4
7/13/2019,C256,SUL,542176934-8,Cozinha,716,7
12/20/2019,C095,NE,733547075-7,Cozinha,616,12
4/16/2019,C254,NO,542176934-8,Cozinha,846,4
11/9/2019,C078,NO,733547075-7,Cozinha,793,11
4/5/2019,C147,NO,271951398-9,Produtos para o negócio,695,4
9/7/2019,C245,CO,788959641-3,Smartphones e Tablets,721,9
9/11/2019,C141,NE,271951398-9,Produtos para o negócio,651,9
4/4/2019,C263,SE,782417101-9,Produtos para o negócio,279,4
6/20/2019,C124,SUL,941254104-X,Smartphones e Tablets,873,6
2/3/2019,C105,CO,847676762-5,Produtos para o negócio,600,2
8/16/2019,C203,NE,847676762-5,Produtos para o negócio,20,8
4/1/2019,C161,SUL,733547075-7,Cozinha,495,4
6/2/2019,C243,SE,788959641-3,Smartphones e Tablets,596,6
9/17/2019,C114,CO,542176934-8,Cozinha,560,9
8/8/2019,C196,CO,542176934-8,Cozinha,56,8
1/23/2019,C192,SUL,542176934-8,Cozinha,890,1
12/25/2019,C178,SUL,733547075-7,Cozinha,108,12
3/30/2019,C018,SUL,847676762-5,Produtos para o negócio,175,3
7/30/2019,C102,SE,094714157-X,Smartphones e Tablets,132,7
8/30/2019,C101,SUL,941254104-X,Smartphones e Tablets,221,8
11/2/2019,C060,SE,281914369-5,Produtos para o negócio,750,11
12/22/2019,C034,NE,847676762-5,Produtos para o negócio,636,12
10/4/2019,C083,NE,847676762-5,Produtos para o negócio,662,10
4/4/2019,C138,NE,788959641-3,Smartphones e Tablets,979,4
11/30/2019,C072,SE,949632246-8,Cozinha,498,11
6/2/2019,C220,NO,542176934-8,Cozinha,471,6
9/1/2019,C241,SUL,281914369-5,Produtos para o negócio,241,9
1/25/2019,C213,NO,542176934-8,Cozinha,337,1
2/9/2019,C108,NE,788959641-3,Smartphones e Tablets,542,2
3/13/2019,C189,NE,271951398-9,Produtos para o negócio,342,3
6/30/2019,C176,NO,733547075-7,Cozinha,863,6
5/7/2019,C161,SUL,271951398-9,Produtos para o negócio,952,5
3/26/2019,C021,SUL,847676762-5,Produtos para o negócio,332,3
3/11/2019,C195,CO,733547075-7,Cozinha,243,3
8/31/2019,C192,SUL,847676762-5,Produtos para o negócio,648,8
8/21/2019,C073,NO,949632246-8,Cozinha,432,8
3/20/2019,C208,SUL,847676762-5,Produtos para o negócio,722,3
12/4/2019,C188,NE,542176934-8,Cozinha,862,12
8/29/2019,C197,SE,733547075-7,Cozinha,537,8
4/18/2019,C175,SE,949632246-8,Cozinha,678,4
7/22/2019,C146,SE,281914369-5,Produtos para o negócio,490,7
3/19/2019,C240,SE,782417101-9,Produtos para o negócio,286,3
2/10/2019,C253,SE,094714157-X,Smartphones e Tablets,444,2
4/1/2019,C232,SE,941254104-X,Smartphones e Tablets,781,4
1/11/2019,C156,NO,788959641-3,Smartphones e Tablets,951,1
1/15/2019,C255,SUL,281914369-5,Produtos para o negócio,760,1
2/11/2019,C133,CO,542176934-8,Cozinha,561,2
1/6/2019,C085,CO,949632246-8,Cozinha,964,1
8/22/2019,C078,NO,788959641-3,Smartphones e Tablets,28,8
9/19/2019,C011,NO,733547075-7,Cozinha,978,9
10/25/2019,C003,NO,271951398-9,Produtos para o negócio,942,10
12/22/2019,C242,SE,542176934-8,Cozinha,879,12
10/27/2019,C110,SUL,847676762-5,Produtos para o negócio,293,10
4/3/2019,C042,NO,788959641-3,Smartphones e Tablets,392,4
3/27/2019,C108,NE,782417101-9,Produtos para o negócio,355,3
11/16/2019,C177,CO,542176934-8,Cozinha,116,11
11/19/2019,C143,SE,733547075-7,Cozinha,591,11
1/5/2019,C239,SE,094714157-X,Smartphones e Tablets,815,1
5/8/2019,C012,NO,847676762-5,Produtos para o negócio,282,5
8/8/2019,C103,CO,782417101-9,Produtos para o negócio,911,8
9/27/2019,C204,NE,733547075-7,Cozinha,647,9
8/6/2019,C076,SUL,281914369-5,Produtos para o negócio,437,8
6/2/2019,C252,SE,271951398-9,Produtos para o negócio,336,6
3/13/2019,C197,SE,847676762-5,Produtos para o negócio,319,3
10/28/2019,C180,SE,281914369-5,Produtos para o negócio,41,10
12/27/2019,C230,NE,281914369-5,Produtos para o negócio,820,12
7/22/2019,C131,NO,094714157-X,Smartphones e Tablets,789,7
2/12/2019,C132,NE,788959641-3,Smartphones e Tablets,279,2
4/30/2019,C143,SE,281914369-5,Produtos para o negócio,371,4
12/8/2019,C050,NE,542176934-8,Cozinha,424,12
7/27/2019,C037,SE,941254104-X,Smartphones e Tablets,444,7
10/2/2019,C012,NO,782417101-9,Produtos para o negócio,277,10
8/21/2019,C194,SE,782417101-9,Produtos para o negócio,790,8
8/9/2019,C096,SE,094714157-X,Smartphones e Tablets,132,8
1/11/2019,C149,NO,733547075-7,Cozinha,633,1
3/15/2019,C041,SUL,847676762-5,Produtos para o negócio,57,3
1/11/2019,C133,CO,847676762-5,Produtos para o negócio,660,1
6/17/2019,C006,NO,271951398-9,Produtos para o negócio,204,6
8/11/2019,C258,CO,847676762-5,Produtos para o negócio,635,8
4/9/2019,C004,SE,094714157-X,Smartphones e Tablets,613,4
8/23/2019,C228,SUL,788959641-3,Smartphones e Tablets,484,8
5/30/2019,C106,CO,542176934-8,Cozinha,417,5
8/25/2019,C187,SUL,782417101-9,Produtos para o negócio,207,8
10/1/2019,C123,SUL,941254104-X,Smartphones e Tablets,535,10
9/1/2019,C219,SE,847676762-5,Produtos para o negócio,147,9
3/11/2019,C204,NE,949632246-8,Cozinha,442,3
12/26/2019,C004,SE,949632246-8,Cozinha,392,12
12/6/2019,C144,NE,847676762-5,Produtos para o negócio,430,12
10/20/2019,C229,NE,281914369-5,Produtos para o negócio,339,10
1/8/2019,C018,SUL,782417101-9,Produtos para o negócio,477,1
1/17/2019,C044,SE,094714157-X,Smartphones e Tablets,656,1
5/11/2019,C064,SUL,941254104-X,Smartphones e Tablets,735,5
12/16/2019,C155,SE,782417101-9,Produtos para o negócio,303,12
6/24/2019,C201,NE,271951398-9,Produtos para o negócio,159,6
2/25/2019,C207,CO,847676762-5,Produtos para o negócio,191,2
11/12/2019,C132,NE,782417101-9,Produtos para o negócio,748,11
3/19/2019,C184,SE,094714157-X,Smartphones e Tablets,731,3
8/23/2019,C009,NO,542176934-8,Cozinha,661,8
2/13/2019,C111,NO,782417101-9,Produtos para o negócio,442,2
10/27/2019,C132,NE,782417101-9,Produtos para o negócio,855,10
1/4/2019,C058,NO,788959641-3,Smartphones e Tablets,39,1
6/30/2019,C036,SUL,094714157-X,Smartphones e Tablets,173,6
